,year,biome,country_of_production,product_type,forest_500_beef,zero_deforestation_paraguay_beef,department,district_of_export,exporter,exporter_group,country_of_destination,economic_bloc,volume,fob,cattle_deforestation_5_year_total_exposure,co2_emissions_cattle_deforestation_5_year_total_exposure,land_use,department_trase_id
536,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,,{NONE},BOQUERON,VILLETA,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,VIETNAM,VIETNAM,38.39661111997445,83708.52,286.40339407277907,63724.78551451611,1044.0601169378008,PY-16
537,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},CAAZAPA,VILLETA,SANEGO,SANEGO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,37.45357086329619,84345.001,3.192167844678735,1217.171763951029,26.518298489129084,PY-06
538,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,,{UNKNOWN},AMAMBAY,VILLETA,SANEGO,SANEGO,TAIWAN,TAIWAN,37.28847754828711,117038.373,1.5180139209907684,578.779816191697,13.297454885721374,PY-13
539,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},BOQUERON,ASUNCION,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,BRAZIL,BRAZIL,37.23993010105173,169089.13900000002,277.77561781815297,61805.10438408381,1012.6082652078976,PY-16
540,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,0.0,{NONE},BOQUERON,MARIANO ROQUE ALONSO,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,CHINA (HONG KONG),CHINA (HONG KONG),37.23970502979176,150827.26899999997,277.77393899361914,61804.73084544724,1012.6021451905536,PY-16
541,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,VILLETA,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,GERMANY,EUROPEAN UNION,36.78829060528269,231103.692,28.768075370425013,8660.202364489573,231.1565262835448,PY-15
542,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},PRESIDENTE HAYES,ASUNCION,JBS PARAGUAY,MINERVA,JORDAN,JORDAN,36.76389609638491,82837.2,28.74899910841204,8654.459738774673,231.00324517576772,PY-15
543,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,AZOTEY,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,VIETNAM,VIETNAM,36.57727185816894,84629.46500000001,28.603060820369535,8610.527181907328,229.8306054603437,PY-15
544,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},SAN PEDRO,SAN ANTONIO,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,CUBA,CUBA,36.09797802349975,164132.793,2.664752737694752,1016.0941879404164,50.451283391149026,PY-02
545,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,,{NONE},ALTO PARAGUAY,VILLETA,FRIGORIFICO NORTE,FRIGORIFICO NORTE,KUWAIT,KUWAIT,36.00388217263119,102503.78,159.34634175845284,36555.21430084537,692.7625418957001,PY-17
546,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,,{UNKNOWN},CAAZAPA,VILLETA,SANEGO,SANEGO,TAIWAN,TAIWAN,35.99074540086162,112965.146,3.0674912305154365,1169.6326426490111,25.48257235257655,PY-06
547,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,SAN ANTONIO,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,RUSSIAN FEDERATION,RUSSIAN FEDERATION,35.97255074548836,76893.465,28.130174957464448,8468.1719073423,226.0308846938265,PY-15
548,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,VILLETA,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,RUSSIAN FEDERATION,RUSSIAN FEDERATION,35.972517804048344,89647.98300000001,28.13014919758777,8468.164152713529,226.03067770870376,PY-15
549,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,,{NONE},PRESIDENTE HAYES,ASUNCION,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,CONGO,CONGO,35.93857919541753,31307.829000000005,28.10360954502456,8460.174783980265,225.8174269501358,PY-15
550,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,4.0,{NONE},SAN PEDRO,SAN ANTONIO,JBS PARAGUAY,MINERVA,CHINA (HONG KONG),CHINA (HONG KONG),35.85697502868558,120340.812,2.64696189661757,1009.3103802116984,50.11445260296557,PY-02
551,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,EGYPT,EGYPT,35.67477522583142,81427.948,157.88977694223695,36221.06769658536,686.4300868585638,PY-17
552,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},CAAGUAZU,VILLETA,TRIPERA PARAGUAYA (TRIPAR),TRIPERA PARAGUAYA (TRIPAR),FRANCE,EUROPEAN UNION,35.5055000284044,164174.649,1.2252948059802358,467.23959839379165,8.70933805218388,PY-05
553,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CANINDEYU,SAN ANTONIO,FRIGOMERC,MINERVA,ISRAEL,ISRAEL,35.226686542784954,152759.001,,,,PY-14
554,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},AMAMBAY,VILLETA,TRIPERA PARAGUAYA (TRIPAR),TRIPERA PARAGUAYA (TRIPAR),NETHERLANDS,EUROPEAN UNION,35.02224836135113,225243.832,1.4257557307906046,543.6041319454166,12.489294232475006,PY-13
555,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},AMAMBAY,VILLETA,JBS PARAGUAY,MINERVA,KUWAIT,KUWAIT,35.02159999999553,124572.946,1.4257293359998182,543.5940682879306,12.489063020142332,PY-13
556,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,0.0,{NONE},AMAMBAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,EGYPT,EGYPT,34.89014502791212,47869.594,1.4203778040863024,541.5536662768429,12.442184824095865,PY-13
557,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},ALTO PARAGUAY,VILLA HAYES,FRIGOMERC,MINERVA,PERU,PERU,34.39460223849872,84009.932,152.22397453317004,34921.29125387515,661.7978572418098,PY-17
558,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,EQUATORIAL GUINEA,EQUATORIAL GUINEA,34.38488725881165,105976.363,152.1809778789212,34911.427507441185,661.610928121494,PY-17
559,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,4.0,{NONE},PRESIDENTE HAYES,ASUNCION,JBS PARAGUAY,MINERVA,ITALY,EUROPEAN UNION,34.359083360820605,83984.05,26.86845959732811,8088.351213588182,215.89278069999648,PY-15
560,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},AMAMBAY,VILLETA,JBS PARAGUAY,MINERVA,VIETNAM,VIETNAM,34.01467213998192,77788.04,1.384737302818664,527.9648562617144,12.12998218144711,PY-13
561,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGOMERC,MINERVA,IRAQ,IRAQ,33.928316154959006,92546.293,150.16028092177913,34447.864870920996,652.8258933037342,PY-17
562,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},BOQUERON,VILLA HAYES,FRIGOMERC,MINERVA,PERU,PERU,33.85505164722563,82692.05799999999,252.52753864078775,56187.40409306607,920.5684603595088,PY-16
563,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},CAAZAPA,VILLETA,TRIPERA PARAGUAYA (TRIPAR),TRIPERA PARAGUAYA (TRIPAR),NETHERLANDS,EUROPEAN UNION,33.80338586037604,217404.786,2.88106257687985,1098.5475041983796,23.933853449127888,PY-06
564,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CAAZAPA,VILLETA,JBS PARAGUAY,MINERVA,KUWAIT,KUWAIT,33.80276122886753,120237.498,2.88100933953638,1098.5272048299214,23.9334111905019,PY-06
565,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,,{UNKNOWN},CONCEPCION,VILLETA,SANEGO,SANEGO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,33.51199419347626,69103.681,3.890072285978724,1483.336037066769,49.20469789569729,PY-01
566,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},BOQUERON,ASUNCION,FRIGOMERC,MINERVA,IRAQ,IRAQ,33.39608130849123,91094.507,249.1040421665408,55425.67576495956,908.0883843436144,PY-16
567,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},NEEMBUCU,SAN ANTONIO,JBS PARAGUAY,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,33.17855525441276,77214.521,0.2631059431674931,100.29014610972362,10.880812943310172,PY-12
568,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CAAZAPA,VILLETA,JBS PARAGUAY,MINERVA,VIETNAM,VIETNAM,32.83087757079945,75080.822,2.798175695359238,1066.9427839274765,23.2452871919805,PY-06
569,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,ASUNCION,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,BRAZIL,BRAZIL,32.76062994994827,148750.711,25.618485014560047,7712.064906706197,205.84901590951512,PY-15
570,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,0.0,{NONE},PRESIDENTE HAYES,MARIANO ROQUE ALONSO,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,CHINA (HONG KONG),CHINA (HONG KONG),32.76042835954168,132685.42100000003,25.618327372878,7712.017451016164,205.84774923097825,PY-15
571,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CANINDEYU,VILLETA,JBS PARAGUAY,MINERVA,KUWAIT,KUWAIT,32.620992558246535,97029.785,,,,PY-14
572,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,VILLETA,COOPERATIVA CHORTITZER,COOPERATIVA CHORTITZER,TAIWAN,TAIWAN,32.1442571754192,117903.8,25.136487668606065,7566.966755322747,201.97608278020496,PY-15
573,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},CONCEPCION,ASUNCION,JBS PARAGUAY,MINERVA,ITALY,EUROPEAN UNION,32.06317044824013,135949.722,3.7218928256317136,1419.2069834431811,47.07743163165818,PY-01
574,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGOMERC,MINERVA,SPAIN,EUROPEAN UNION,31.75939821393881,64153.51700000001,140.56106220923252,32245.734007510626,611.0930296425338,PY-17
575,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CANINDEYU,CIUDAD DEL ESTE,FRIGOMERC,MINERVA,GERMANY,EUROPEAN UNION,31.742489647286487,156756.762,,,,PY-14
576,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},PRESIDENTE HAYES,ASUNCION,JBS PARAGUAY,MINERVA,GERMANY,EUROPEAN UNION,31.592899823017504,201095.29,24.70533173260146,7437.173656258172,198.5116692881639,PY-15
577,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},PRESIDENTE HAYES,ASUNCION,JBS PARAGUAY,MINERVA,GABON,GABON,31.588054686213972,105799.2,24.701542884072467,7436.033079609682,198.48122522635933,PY-15
578,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},CAAGUAZU,VILLETA,TRIPERA PARAGUAYA (TRIPAR),TRIPERA PARAGUAYA (TRIPAR),ARGENTINA,ARGENTINA,31.52860335855621,122500.179,1.0880521019037748,414.9050699013906,7.73382334407941,PY-05
579,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},BOQUERON,CIUDAD DEL ESTE,FRIGOMERC,MINERVA,SPAIN,EUROPEAN UNION,31.469863544527865,142854.518,234.7362297677169,52228.83598450921,855.7117009533173,PY-16
580,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,,{UNKNOWN},PRESIDENTE HAYES,ASUNCION,FRIGORIFICO ALL FOOD,FRIGORIFICO ALL FOOD,GABON,GABON,31.27707919168833,76871.22099999999,24.458363157108355,7362.827429967386,196.527233510758,PY-15
581,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},BOQUERON,ASUNCION,FRIGOMERC,MINERVA,SPAIN,EUROPEAN UNION,31.26118638477583,63147.133,233.1796901389537,51882.50575225444,850.037463215716,PY-16
582,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},BOQUERON,LIMPIO,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,ISRAEL,ISRAEL,31.030209242687544,138118.12699999998,231.45681315794585,51499.165441508245,843.7568562833713,PY-16
583,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},BOQUERON,ASUNCION,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,PORTUGAL,EUROPEAN UNION,30.668180071703784,108351.934,228.75640860924423,50898.325143419104,833.9127526615397,PY-16
584,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},BOQUERON,VILLETA,FRIGOMERC,MINERVA,PERU,PERU,30.596635024477305,35416.354,228.22274837837816,50779.58568553081,831.9673379961621,PY-16
585,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},BOQUERON,VILLETA,FRIGOMERC,MINERVA,VIETNAM,VIETNAM,30.58506919113472,110296.133,228.1364779022092,50760.390495446205,831.6528460407548,PY-16
586,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,0.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,CONGO,CONGO,30.49502335772935,45362.88,134.96517932687215,30961.9976147593,586.7647770641909,PY-17
587,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},CONCEPCION,ASUNCION,JBS PARAGUAY,MINERVA,ARGENTINA,ARGENTINA,30.366586090124052,60841.141,3.5249533133416,1344.1113414533866,44.5863855806918,PY-01
588,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},SAN PEDRO,SAN ANTONIO,JBS PARAGUAY,MINERVA,VIETNAM,VIETNAM,29.68857576363008,64654.018,2.191610662871173,835.6808589670851,41.49336974928114,PY-02
589,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},SAN PEDRO,SAN ANTONIO,JBS PARAGUAY,MINERVA,PERU,PERU,29.66683166809424,67004.12,2.190005513738717,835.0688011648002,41.46297975000616,PY-02
590,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},BOQUERON,ASUNCION,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,KOSOVO,KOSOVO,29.465946690239424,44303.872,219.78885363823107,48903.0432126043,801.222265448588,PY-16
591,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,4.0,{NONE},SAN PEDRO,SAN ANTONIO,JBS PARAGUAY,MINERVA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,29.443791690221705,100989.593,2.1735407025721667,828.7906205684492,41.15125444716848,PY-02
592,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},ITAPUA,CIUDAD DEL ESTE,JBS PARAGUAY,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,29.440020245608984,91656.322,1.395456959641866,532.0518218867437,11.525575933306484,PY-07
593,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},BOQUERON,SAN ANTONIO,FRIGOMERC,MINERVA,KUWAIT,KUWAIT,29.21645419003983,91661.193,217.92786911984228,48488.97396016372,794.4381987995919,PY-16
594,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGOMERC,MINERVA,ARGENTINA,ARGENTINA,29.040602540197984,80096.947,128.52818912843364,29485.305062174368,558.7797876203311,PY-17
595,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},ITAPUA,SAN ANTONIO,JBS PARAGUAY,MINERVA,KUWAIT,KUWAIT,28.948138663170617,76754.948,1.3721417726342875,523.1623411762846,11.333007501583548,PY-07
596,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},SAN PEDRO,SAN ANTONIO,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,EGYPT,EGYPT,28.647414884631523,65389.892,2.114752166783499,806.3740230780315,40.038221692846,PY-02
597,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},BOQUERON,ASUNCION,FRIGOMERC,MINERVA,ARGENTINA,ARGENTINA,28.585037522826077,78840.458,213.21808168576155,47441.045757261585,777.2690544355798,PY-16
598,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},SAN PEDRO,VILLETA,HAWKER INTERNATIONAL,HAWKER INTERNATIONAL,ITALY,EUROPEAN UNION,28.113583355824204,108881.316,2.075344723326943,791.3476104239115,39.2921276671514,PY-02
599,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},AMAMBAY,ENCARNACION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,BAHRAIN,BAHRAIN,27.67778359752508,107459.368,1.126762570255246,429.605700110033,9.870182504722704,PY-13
600,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,4.0,{NONE},NEEMBUCU,VILLETA,FRIGOMERC,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,27.512460022009968,62852.296,0.218173807974539,83.16301340693042,9.022633107870934,PY-12
601,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,LIMPIO,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,ISRAEL,ISRAEL,27.29782604780826,121504.963,21.346626991125586,6426.085414545115,171.52388818516394,PY-15
602,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,ASUNCION,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,PORTUGAL,EUROPEAN UNION,26.97933997029622,95319.116,21.097574063371944,6351.111724924137,169.52270427212875,PY-15
603,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,4.0,{NONE},CANINDEYU,VILLETA,JBS PARAGUAY,MINERVA,CHINA (HONG KONG),CHINA (HONG KONG),26.67193335467088,92815.266,,,,PY-14
604,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,0.0,{NONE},CAAGUAZU,VILLETA,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,ISRAEL,ISRAEL,26.526372521221106,131768.19199999998,0.9154251157073402,349.07751288516204,6.506798817103099,PY-05
605,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,0.0,{NONE},CANINDEYU,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,VIETNAM,VIETNAM,26.151961687588233,81579.879,,,,PY-14
606,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},SAN PEDRO,CIUDAD DEL ESTE,FRIGORIFICO ALL FOOD,FRIGORIFICO ALL FOOD,BRAZIL,BRAZIL,26.146585020917264,20394.336,1.9301409062441128,735.9800888833339,36.543009964223415,PY-02
607,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},BOQUERON,VILLETA,FRIGOMERC,MINERVA,VIETNAM,VIETNAM,25.202252223001494,57640.371,187.98561551154603,41826.81936109824,685.2861655114838,PY-16
608,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},BOQUERON,SAN ANTONIO,FRIGOMERC,MINERVA,VIETNAM,VIETNAM,25.189151137791953,57608.872,187.8878934688812,41805.07619625547,684.9299278082879,PY-16
609,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},BOQUERON,VILLETA,FRIGOMERC,MINERVA,KUWAIT,KUWAIT,25.17824614858401,51809.365,187.80655228198,41786.97777355501,684.6334051732023,PY-16
610,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},AMAMBAY,VILLETA,TRIPERA PARAGUAYA (TRIPAR),TRIPERA PARAGUAYA (TRIPAR),FRANCE,EUROPEAN UNION,25.015891686679375,115671.524,1.0183969505647177,388.2886656752975,8.92092445176786,PY-13
611,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,,{NONE},PRESIDENTE HAYES,ASUNCION,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,TAIWAN,TAIWAN,25.001110417654953,65587.816,19.550618335502,5885.423649522586,157.0926439443368,PY-15
612,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},BOQUERON,VILLETA,JBS PARAGUAY,MINERVA,TAIWAN,TAIWAN,24.942006686620275,85044.201,186.04442323603556,41394.90387420319,678.2097080528366,PY-16
613,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},CANINDEYU,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,EGYPT,EGYPT,24.889782075973844,55789.759999999995,,,,PY-14
614,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,,{NONE},PRESIDENTE HAYES,ASUNCION,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,KUWAIT,KUWAIT,24.3477032291789,47036.986,19.03966044818561,5731.60735674267,152.98700779077402,PY-15
615,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},CAAZAPA,VILLETA,TRIPERA PARAGUAYA (TRIPAR),TRIPERA PARAGUAYA (TRIPAR),FRANCE,EUROPEAN UNION,24.14527501931622,111645.867,2.057901789896322,784.6767693689915,17.09560918507275,PY-06
616,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,4.0,{NONE},CANINDEYU,SAN ANTONIO,FRIGOMERC,MINERVA,VIETNAM,VIETNAM,24.10131251928105,84928.04999999999,,,,PY-14
617,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},ALTO PARAGUAY,LUQUE,FRIGOMERC,MINERVA,SWITZERLAND,SWITZERLAND,23.65568455531472,167313.22600000002,104.69556526175744,24017.92712814925,455.1668090748296,PY-17
618,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},MISIONES,VILLETA,FRIGOMERC,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,23.646657228188143,60077.186,1.2095265172218237,461.22379283750865,19.470279089972845,PY-08
619,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CANINDEYU,VILLETA,FRIGOMERC,MINERVA,ITALY,EUROPEAN UNION,23.55193411739913,92765.457,,,,PY-14
620,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},ALTO PARAGUAY,MARIANO ROQUE ALONSO,FRIGOMERC,MINERVA,VIETNAM,VIETNAM,23.510098352141412,82967.279,104.051228387891,23870.111544520543,452.3655370427832,PY-17
621,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGOMERC,MINERVA,EGYPT,EGYPT,23.39635585205042,39186.875,103.54782569356328,23754.627290739132,450.1769801780875,PY-17
622,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,4.0,{NONE},PRESIDENTE HAYES,MARIANO ROQUE ALONSO,JBS PARAGUAY,MINERVA,GABON,GABON,23.33353335200016,14990.18,18.246589745930606,5492.865185692292,146.61454573796033,PY-15
623,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,4.0,{NONE},PRESIDENTE HAYES,ASUNCION,JBS PARAGUAY,MINERVA,EQUATORIAL GUINEA,EQUATORIAL GUINEA,23.333425018666738,71890.32,18.246505030347205,5492.839683322521,146.613865033404,PY-15
624,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},ALTO PARAGUAY,VILLETA,FRIGORIFICO NORTE,FRIGORIFICO NORTE,GHANA,GHANA,23.333333352,24388.0,103.26890008261512,23690.639718952516,448.96434352067894,PY-17
625,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO NORTE,FRIGORIFICO NORTE,GHANA,GHANA,23.333333352,26600.0,103.26890008261512,23690.639718952516,448.96434352067894,PY-17
626,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},BOQUERON,VILLETA,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,CONGO,CONGO,23.333333352,21949.9,174.04520013923616,38725.07546431339,634.4675229779501,PY-16
627,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,,{NONE},PRESIDENTE HAYES,VILLETA,COOPERATIVA NEULAND,COOPERATIVA NEULAND,VIETNAM,VIETNAM,23.333333352,79030.0,18.24643334793048,5492.818104394254,146.6132890526256,PY-15
628,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,,{UNKNOWN},PRESIDENTE HAYES,PEDRO JUAN CABALLERO,SANEGO,SANEGO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,23.328375018662697,46290.12,18.242555980844045,5491.65088054707,146.58213372870188,PY-15
629,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,4.0,{NONE},PRESIDENTE HAYES,ASUNCION,JBS PARAGUAY,MINERVA,SIERRA LEONE,SIERRA LEONE,23.326141685327578,25192.23,18.24080953650931,5491.125139385649,146.568100742464,PY-15
630,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,,{NONE},PRESIDENTE HAYES,MARIANO ROQUE ALONSO,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,VIETNAM,VIETNAM,23.285333351961597,77313.25,18.20889782790045,5481.518592865214,146.31168457228875,PY-15
631,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,4.0,{NONE},BOQUERON,LUQUE,FRIGOMERC,MINERVA,SWITZERLAND,SWITZERLAND,23.28459099808435,164688.564,173.68162702199106,38644.180407219894,633.1421469553115,PY-16
632,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,4.0,{NONE},PRESIDENTE HAYES,MARIANO ROQUE ALONSO,JBS PARAGUAY,MINERVA,CHINA (HONG KONG),CHINA (HONG KONG),23.280191685290816,95166.31,18.204877095980567,5480.308211161496,146.27937728680823,PY-15
633,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,0.0,{NONE},PRESIDENTE HAYES,ASUNCION,COOPERATIVA CHORTITZER,COOPERATIVA CHORTITZER,CHINA (HONG KONG),CHINA (HONG KONG),23.26625835194634,88137.07,18.19398136863852,5477.028214064872,146.19182820848826,PY-15
